Date,Customer_ID,Customer_Segment,Region,City,Category,Product,Price,Quantity,Total_Amount,Discount_Rate,Discount_Amount,Final_Amount,Sales_Channel,Payment_Method,Year,Month,Quarter
2023-07-26,CUST_6194,Regular,Asia,Seoul,Books,Non-Fiction,37.61,8,300.88,0.1,30.09,297.87,Phone,Cash,2023,7,3
2023-07-15,CUST_5758,Budget,Australia,Perth,Books,Fiction,33.73,6,202.37,0.1,20.24,200.35,Online,Cash,2023,7,3
2022-06-11,CUST_5442,Regular,Asia,Hong Kong,Beauty,Perfume,42.28,10,422.79,0.1,42.28,418.56,Mobile App,Debit Card,2022,6,2
2022-08-12,CUST_2641,Regular,North America,Vancouver,Sports,Tennis Racket,202.25,2,404.49,0.0,0.0,444.94,Phone,Cash,2022,8,3
2024-08-25,CUST_8822,Regular,Europe,London,Clothing,Sweater,93.24,8,745.95,0.1,74.59,738.49,In-Store,Cash,2024,8,3
2023-10-20,CUST_3868,Regular,North America,New York,Books,Children,31.41,2,62.81,0.0,0.0,62.81,Phone,Debit Card,2023,10,4
2022-03-16,CUST_2758,Premium,Europe,Berlin,Automotive,Maintenance,162.51,5,812.55,0.1,81.26,731.3,Mobile App,Cash,2022,3,1
2024-07-19,CUST_3662,Regular,Australia,Brisbane,Toys,Action Figures,84.71,6,508.23,0.1,50.82,503.15,Phone,Cash,2024,7,3
2023-01-17,CUST_8007,Regular,Asia,Seoul,Electronics,Smartwatch,515.89,8,4127.13,0.1,412.71,3714.41,Mobile App,Credit Card,2023,1,1
2024-03-31,CUST_5272,Budget,Europe,Madrid,Clothing,Jeans,131.91,3,395.74,0.1,39.57,356.17,Phone,Debit Card,2024,3,1
2024-07-03,CUST_4871,Premium,Asia,Bangkok,Books,Educational,30.69,3,92.08,0.1,9.21,91.16,Online,Credit Card,2024,7,3
2024-08-11,CUST_7021,Budget,Australia,Adelaide,Books,Non-Fiction,26.33,9,236.95,0.1,23.7,234.58,In-Store,Debit Card,2024,8,3
2022-10-01,CUST_8714,Budget,Australia,Adelaide,Toys,Action Figures,37.29,15,559.31,0.1,55.93,503.38,In-Store,Debit Card,2022,10,4
2022-06-17,CUST_9281,Premium,Asia,Tokyo,Toys,Outdoor Toys,37.41,5,187.05,0.1,18.71,185.18,In-Store,Bank Transfer,2022,6,2
2022-11-03,CUST_2489,Regular,Australia,Sydney,Home & Garden,Garden Tools,372.61,8,2980.9,0.1,298.09,3487.66,Phone,Credit Card,2022,11,4
2024-07-17,CUST_1356,Premium,Australia,Perth,Home & Garden,Decor,452.19,3,1356.56,0.1,135.66,1343.0,Phone,Cash,2024,7,3
2022-01-07,CUST_9866,VIP,North America,New York,Sports,Gym Equipment,246.05,1,246.05,0.05,12.3,233.74,Online,Credit Card,2022,1,1
2024-08-24,CUST_7135,Regular,Australia,Melbourne,Electronics,Tablet,1578.49,8,12627.92,0.1,1262.79,12501.64,Phone,Digital Wallet,2024,8,3
2024-02-13,CUST_7439,Premium,Europe,Berlin,Automotive,Car Parts,390.94,5,1954.7,0.1,195.47,1759.23,In-Store,Debit Card,2024,2,1
2022-01-08,CUST_5055,VIP,Australia,Adelaide,Electronics,Tablet,2314.96,2,4629.92,0.05,231.5,4398.43,Phone,Cash,2022,1,1
2022-11-14,CUST_4943,VIP,North America,New York,Books,Non-Fiction,69.19,1,69.19,0.05,3.46,85.45,In-Store,Credit Card,2022,11,4
2022-07-26,CUST_9843,Premium,North America,Los Angeles,Electronics,Headphones,1386.12,2,2772.23,0.0,0.0,3049.46,In-Store,Credit Card,2022,7,3
2022-10-14,CUST_9540,Budget,Asia,Bangkok,Books,Non-Fiction,13.63,6,81.8,0.1,8.18,73.62,In-Store,Digital Wallet,2022,10,4
2023-09-08,CUST_7244,VIP,Europe,Madrid,Books,Fiction,23.75,3,71.25,0.15,10.69,60.56,Mobile App,Digital Wallet,2023,9,3
2024-04-16,CUST_5927,VIP,Australia,Melbourne,Home & Garden,Garden Tools,316.87,2,633.74,0.05,31.69,602.06,In-Store,Digital Wallet,2024,4,2
2022-04-29,CUST_2295,Regular,Europe,Madrid,Automotive,Maintenance,329.5,6,1976.98,0.1,197.7,1779.28,Phone,Cash,2022,4,2
2022-07-09,CUST_4555,Premium,Asia,Hong Kong,Sports,Basketball,398.82,2,797.63,0.0,0.0,877.4,Phone,Debit Card,2022,7,3
2023-11-13,CUST_4974,Premium,Europe,Paris,Books,Fiction,59.81,4,239.25,0.1,23.93,279.92,In-Store,Digital Wallet,2023,11,4
2023-05-06,CUST_9401,Budget,Australia,Perth,Beauty,Haircare,39.65,9,356.81,0.1,35.68,321.13,Phone,Digital Wallet,2023,5,2
2022-07-21,CUST_4625,Budget,Europe,Berlin,Toys,Puzzles,37.18,15,557.7,0.1,55.77,552.12,In-Store,Credit Card,2022,7,3
2023-06-19,CUST_5026,Budget,Europe,Paris,Automotive,Tools,214.91,15,3223.68,0.1,322.37,3191.44,Phone,Bank Transfer,2023,6,2
2023-11-23,CUST_3773,Regular,Australia,Perth,Books,Cookbook,39.31,6,235.87,0.1,23.59,275.96,In-Store,Bank Transfer,2023,11,4
2024-09-27,CUST_1794,Premium,North America,Vancouver,Home & Garden,Decor,641.37,1,641.37,0.0,0.0,641.37,Online,Digital Wallet,2024,9,3
2022-10-09,CUST_1990,Regular,Europe,London,Sports,Basketball,166.55,6,999.29,0.1,99.93,899.36,Phone,Digital Wallet,2022,10,4
2022-02-02,CUST_9777,Premium,Australia,Sydney,Electronics,Camera,1729.43,3,5188.28,0.1,518.83,4669.45,Mobile App,Credit Card,2022,2,1
2024-10-25,CUST_9625,Regular,North America,New York,Automotive,Accessories,316.87,10,3168.72,0.1,316.87,2851.85,Mobile App,Cash,2024,10,4
2023-07-02,CUST_5914,VIP,Asia,Hong Kong,Automotive,Car Parts,1217.0,2,2434.01,0.05,121.7,2543.54,Online,Credit Card,2023,7,3
2022-07-11,CUST_3807,VIP,Australia,Adelaide,Automotive,Maintenance,301.01,1,301.01,0.05,15.05,314.55,Online,Digital Wallet,2022,7,3
2024-06-07,CUST_8790,Premium,North America,Vancouver,Beauty,Bath Products,69.03,5,345.14,0.1,34.51,341.69,Mobile App,Credit Card,2024,6,2
2022-06-02,CUST_3362,Budget,North America,Los Angeles,Books,Biography,7.44,6,44.63,0.1,4.46,44.18,Phone,Credit Card,2022,6,2
2023-09-05,CUST_6435,VIP,Europe,Rome,Home & Garden,Decor,709.33,5,3546.66,0.15,532.0,3014.66,Phone,Debit Card,2023,9,3
2022-06-10,CUST_7499,Regular,North America,Toronto,Beauty,Skincare,128.22,6,769.33,0.1,76.93,761.63,Mobile App,Credit Card,2022,6,2
2023-07-14,CUST_7227,VIP,Europe,Berlin,Toys,Educational Toys,109.1,5,545.48,0.15,81.82,510.02,Online,Bank Transfer,2023,7,3
2023-08-28,CUST_7383,Regular,North America,Chicago,Sports,Basketball,132.6,4,530.4,0.1,53.04,525.1,Mobile App,Cash,2023,8,3
2022-08-07,CUST_3170,Budget,Asia,Hong Kong,Clothing,T-Shirt,109.93,3,329.79,0.1,32.98,326.49,Online,Debit Card,2022,8,3
2024-06-01,CUST_2524,Premium,Australia,Sydney,Toys,Outdoor Toys,40.75,5,203.77,0.1,20.38,201.73,Mobile App,Digital Wallet,2024,6,2
2022-01-26,CUST_7237,Regular,Australia,Sydney,Books,Cookbook,32.88,4,131.51,0.1,13.15,118.36,In-Store,Debit Card,2022,1,1
2023-07-05,CUST_7899,Premium,Australia,Melbourne,Books,Educational,25.03,3,75.1,0.1,7.51,74.35,Mobile App,Digital Wallet,2023,7,3
2022-06-07,CUST_5991,Regular,Europe,Madrid,Beauty,Haircare,76.81,4,307.25,0.1,30.72,304.17,Online,Digital Wallet,2022,6,2
2023-11-12,CUST_3230,VIP,Australia,Brisbane,Automotive,Tools,1667.86,5,8339.28,0.15,1250.89,9214.9,Mobile App,Cash,2023,11,4
2023-02-16,CUST_4971,Budget,Europe,Madrid,Toys,Puzzles,30.32,12,363.85,0.1,36.39,327.47,Mobile App,Digital Wallet,2023,2,1
2023-07-29,CUST_3947,Regular,North America,Vancouver,Automotive,Tools,633.0,10,6330.04,0.1,633.0,6266.74,Online,Digital Wallet,2023,7,3
2023-03-06,CUST_4965,VIP,North America,Toronto,Toys,Puzzles,62.27,3,186.81,0.15,28.02,158.79,Mobile App,Debit Card,2023,3,1
2024-05-16,CUST_9300,VIP,Australia,Adelaide,Automotive,Car Parts,1248.04,5,6240.2,0.15,936.03,5304.17,Phone,Bank Transfer,2024,5,2
2022-03-17,CUST_3725,Regular,North America,New York,Beauty,Bath Products,103.78,6,622.66,0.1,62.27,560.39,Online,Bank Transfer,2022,3,1
2024-03-29,CUST_9499,Premium,North America,New York,Beauty,Perfume,74.89,5,374.47,0.1,37.45,337.03,In-Store,Digital Wallet,2024,3,1
2024-02-06,CUST_7815,Premium,Europe,Berlin,Automotive,Maintenance,801.74,3,2405.22,0.1,240.52,2164.7,Online,Credit Card,2024,2,1
2022-10-18,CUST_8801,Regular,Asia,Hong Kong,Beauty,Haircare,85.35,6,512.1,0.1,51.21,460.89,Online,Digital Wallet,2022,10,4
2024-07-15,CUST_2791,Premium,Asia,Tokyo,Beauty,Skincare,27.07,3,81.22,0.1,8.12,80.41,In-Store,Debit Card,2024,7,3
2024-11-22,CUST_7636,VIP,Europe,Berlin,Home & Garden,Decor,962.62,2,1925.23,0.05,96.26,2377.66,In-Store,Debit Card,2024,11,4
2024-06-04,CUST_4371,VIP,Europe,Madrid,Automotive,Car Parts,899.9,2,1799.81,0.05,89.99,1880.8,Mobile App,Credit Card,2024,6,2
2022-07-28,CUST_9646,VIP,Asia,Singapore,Home & Garden,Garden Tools,202.56,4,810.24,0.15,121.54,757.57,Mobile App,Bank Transfer,2022,7,3
2024-03-06,CUST_3826,Budget,North America,Chicago,Automotive,Electronics,602.68,15,9040.14,0.1,904.01,8136.13,Mobile App,Bank Transfer,2024,3,1
2022-06-23,CUST_3316,Budget,North America,Los Angeles,Home & Garden,Garden Tools,71.84,9,646.55,0.1,64.66,640.08,Phone,Digital Wallet,2022,6,2
2022-10-10,CUST_5732,Regular,Europe,Madrid,Automotive,Maintenance,599.42,8,4795.37,0.1,479.54,4315.83,In-Store,Debit Card,2022,10,4
2023-10-07,CUST_7290,Premium,North America,Chicago,Toys,Outdoor Toys,88.15,2,176.31,0.0,0.0,176.31,Phone,Digital Wallet,2023,10,4
2024-10-04,CUST_5785,Premium,Australia,Melbourne,Automotive,Maintenance,913.29,2,1826.57,0.0,0.0,1826.57,Online,Cash,2024,10,4
2023-04-06,CUST_2871,VIP,Australia,Adelaide,Books,Non-Fiction,63.98,1,63.98,0.05,3.2,60.78,Mobile App,Bank Transfer,2023,4,2
2024-01-22,CUST_5055,Regular,Australia,Adelaide,Electronics,Smartwatch,1981.6,2,3963.19,0.0,0.0,3963.19,Mobile App,Credit Card,2024,1,1
2024-07-10,CUST_4438,Premium,North America,Toronto,Books,Educational,61.54,2,123.08,0.0,0.0,135.38,Mobile App,Bank Transfer,2024,7,3
2024-05-26,CUST_6747,Regular,Europe,Paris,Home & Garden,Decor,412.45,10,4124.48,0.1,412.45,3712.03,Mobile App,Bank Transfer,2024,5,2
2022-12-11,CUST_2560,Budget,Asia,Bangkok,Beauty,Haircare,100.5,15,1507.52,0.1,150.75,1763.8,In-Store,Digital Wallet,2022,12,4
2022-05-02,CUST_5055,Regular,Europe,Paris,Books,Children,15.85,6,95.1,0.1,9.51,85.59,Phone,Digital Wallet,2022,5,2
2022-10-19,CUST_7600,VIP,Australia,Perth,Books,Children,26.04,1,26.04,0.05,1.3,24.74,Mobile App,Cash,2022,10,4
2024-07-20,CUST_2037,VIP,North America,New York,Toys,Puzzles,141.57,3,424.72,0.15,63.71,397.12,Phone,Debit Card,2024,7,3
2024-05-29,CUST_3139,Budget,Asia,Seoul,Sports,Running Shoes,84.84,15,1272.54,0.1,127.25,1145.28,Phone,Cash,2024,5,2
2022-04-10,CUST_8230,Premium,Australia,Sydney,Electronics,Laptop,2809.47,2,5618.94,0.0,0.0,5618.94,Phone,Credit Card,2022,4,2
2024-05-26,CUST_5102,Budget,Asia,Singapore,Sports,Tennis Racket,38.64,9,347.77,0.1,34.78,312.99,Online,Cash,2024,5,2
2022-12-05,CUST_1017,VIP,Asia,Singapore,Electronics,Headphones,2759.75,1,2759.75,0.05,137.99,3408.29,In-Store,Digital Wallet,2022,12,4
2022-06-09,CUST_2975,VIP,Europe,Rome,Home & Garden,Decor,108.36,3,325.07,0.15,48.76,303.94,Phone,Debit Card,2022,6,2
2024-09-05,CUST_5902,Premium,Australia,Sydney,Clothing,Jeans,57.86,3,173.59,0.1,17.36,156.23,In-Store,Digital Wallet,2024,9,3
2022-09-30,CUST_3480,Regular,North America,Vancouver,Home & Garden,Furniture,248.04,4,992.18,0.1,99.22,892.96,Phone,Bank Transfer,2022,9,3
2024-06-25,CUST_6759,Premium,North America,Los Angeles,Sports,Basketball,283.78,4,1135.11,0.1,113.51,1123.76,Phone,Cash,2024,6,2
2022-10-14,CUST_5942,Budget,North America,Los Angeles,Sports,Yoga Mat,168.23,3,504.68,0.1,50.47,454.21,In-Store,Bank Transfer,2022,10,4
2024-11-09,CUST_4949,Regular,Asia,Tokyo,Sports,Running Shoes,163.62,2,327.24,0.0,0.0,425.41,Phone,Bank Transfer,2024,11,4
2022-05-26,CUST_7895,VIP,Asia,Singapore,Electronics,Tablet,3498.93,5,17494.65,0.15,2624.2,14870.45,Mobile App,Bank Transfer,2022,5,2
2022-12-20,CUST_1652,Premium,North America,Vancouver,Toys,Board Games,31.66,2,63.31,0.0,0.0,82.3,Online,Digital Wallet,2022,12,4
2024-11-03,CUST_9808,VIP,Australia,Perth,Books,Children,26.59,5,132.97,0.15,19.95,146.93,In-Store,Cash,2024,11,4
2022-06-21,CUST_6081,Budget,Europe,Paris,Books,Fiction,17.94,3,53.82,0.1,5.38,53.28,Phone,Debit Card,2022,6,2
2022-04-29,CUST_6067,VIP,Australia,Sydney,Sports,Basketball,390.64,1,390.64,0.05,19.53,371.11,In-Store,Credit Card,2022,4,2
2022-01-26,CUST_3735,Budget,Europe,Madrid,Home & Garden,Furniture,199.75,9,1797.72,0.1,179.77,1617.95,Mobile App,Debit Card,2022,1,1
2023-07-05,CUST_2262,Budget,Asia,Hong Kong,Clothing,T-Shirt,80.01,9,720.05,0.1,72.01,712.85,Phone,Digital Wallet,2023,7,3
2024-11-12,CUST_2685,Regular,Australia,Adelaide,Beauty,Skincare,64.64,6,387.83,0.1,38.78,453.76,Online,Debit Card,2024,11,4
2024-11-08,CUST_3458,Premium,North America,Los Angeles,Electronics,Laptop,1573.76,4,6295.06,0.1,629.51,7365.22,In-Store,Credit Card,2024,11,4
2024-05-08,CUST_7108,Budget,Europe,Madrid,Sports,Yoga Mat,72.27,3,216.8,0.1,21.68,195.12,Online,Bank Transfer,2024,5,2
2022-04-18,CUST_6090,Premium,North America,Toronto,Home & Garden,Kitchen Appliances,666.97,3,2000.91,0.1,200.09,1800.82,Mobile App,Credit Card,2022,4,2
2024-07-24,CUST_8600,Budget,Europe,Berlin,Electronics,Tablet,1071.87,6,6431.19,0.1,643.12,6366.88,Mobile App,Bank Transfer,2024,7,3
2024-10-07,CUST_4817,Premium,Europe,Paris,Sports,Gym Equipment,422.62,1,422.62,0.0,0.0,422.62,Mobile App,Credit Card,2024,10,4
2023-11-18,CUST_7878,Premium,Australia,Brisbane,Electronics,Smartwatch,854.02,2,1708.05,0.0,0.0,2220.46,Phone,Credit Card,2023,11,4
2022-10-19,CUST_8511,VIP,North America,Los Angeles,Books,Fiction,76.07,3,228.2,0.15,34.23,193.97,Online,Bank Transfer,2022,10,4
2022-07-15,CUST_4879,Premium,North America,Vancouver,Home & Garden,Lighting,368.61,2,737.23,0.0,0.0,810.95,Mobile App,Cash,2022,7,3
2023-10-08,CUST_3230,Budget,Asia,Hong Kong,Automotive,Tools,217.18,6,1303.05,0.1,130.31,1172.75,Online,Debit Card,2023,10,4
2022-08-05,CUST_4401,VIP,Australia,Brisbane,Home & Garden,Lighting,208.66,3,625.99,0.15,93.9,585.3,Phone,Cash,2022,8,3
2024-08-06,CUST_1660,Budget,North America,Los Angeles,Books,Fiction,30.14,15,452.08,0.1,45.21,447.56,In-Store,Cash,2024,8,3
2022-10-31,CUST_5262,VIP,Europe,Berlin,Clothing,Sweater,224.85,3,674.54,0.15,101.18,573.36,In-Store,Credit Card,2022,10,4
2024-04-08,CUST_2989,VIP,Europe,London,Toys,Outdoor Toys,56.31,2,112.61,0.05,5.63,106.98,Online,Credit Card,2024,4,2
2023-04-01,CUST_2228,Premium,Australia,Brisbane,Home & Garden,Kitchen Appliances,468.07,3,1404.21,0.1,140.42,1263.79,Online,Credit Card,2023,4,2
2023-02-09,CUST_1829,Premium,North America,Chicago,Toys,Action Figures,35.12,4,140.49,0.1,14.05,126.44,In-Store,Bank Transfer,2023,2,1
2024-06-06,CUST_4066,VIP,North America,Toronto,Automotive,Maintenance,511.05,2,1022.11,0.05,51.11,1068.1,Mobile App,Cash,2024,6,2
2024-07-02,CUST_8848,VIP,Europe,Berlin,Home & Garden,Furniture,470.79,5,2353.96,0.15,353.09,2200.96,Online,Credit Card,2024,7,3
2023-07-27,CUST_1319,Regular,Australia,Melbourne,Automotive,Accessories,667.68,10,6676.79,0.1,667.68,6610.02,Phone,Cash,2023,7,3
2024-09-09,CUST_4588,Budget,Asia,Hong Kong,Toys,Puzzles,24.07,9,216.63,0.1,21.66,194.96,Online,Cash,2024,9,3
2022-04-30,CUST_5060,Regular,Asia,Bangkok,Toys,Outdoor Toys,97.92,2,195.84,0.0,0.0,195.84,In-Store,Cash,2022,4,2
2024-12-28,CUST_6210,Regular,Australia,Brisbane,Electronics,Smartphone,516.98,10,5169.81,0.1,516.98,6048.67,Mobile App,Bank Transfer,2024,12,4
2022-02-27,CUST_9882,Regular,Europe,Rome,Beauty,Bath Products,127.95,8,1023.63,0.1,102.36,921.27,Mobile App,Debit Card,2022,2,1
2024-10-01,CUST_1011,Regular,North America,Los Angeles,Electronics,Laptop,235.87,8,1886.96,0.1,188.7,1698.27,Mobile App,Bank Transfer,2024,10,4
2023-02-17,CUST_3320,Premium,Europe,Berlin,Home & Garden,Garden Tools,89.79,5,448.96,0.1,44.9,404.06,Online,Bank Transfer,2023,2,1
2024-01-18,CUST_3235,Premium,Australia,Adelaide,Clothing,Dress,120.87,3,362.61,0.1,36.26,326.35,In-Store,Digital Wallet,2024,1,1
2024-09-24,CUST_3086,Regular,Asia,Singapore,Beauty,Makeup,66.08,6,396.49,0.1,39.65,356.84,In-Store,Credit Card,2024,9,3
2024-03-12,CUST_9129,Regular,Asia,Bangkok,Electronics,Smartphone,1351.36,2,2702.73,0.0,0.0,2702.73,In-Store,Cash,2024,3,1
2022-06-09,CUST_8317,Premium,Asia,Singapore,Sports,Yoga Mat,377.77,3,1133.32,0.1,113.33,1121.99,Online,Cash,2022,6,2
2023-03-06,CUST_7323,Premium,Asia,Seoul,Sports,Basketball,336.77,1,336.77,0.0,0.0,336.77,Phone,Digital Wallet,2023,3,1
2022-12-07,CUST_4695,VIP,Australia,Brisbane,Automotive,Maintenance,382.57,4,1530.29,0.15,229.54,1690.97,In-Store,Digital Wallet,2022,12,4
2022-05-31,CUST_6600,Budget,North America,Chicago,Electronics,Tablet,1339.09,3,4017.28,0.1,401.73,3615.55,In-Store,Digital Wallet,2022,5,2
2022-11-26,CUST_3703,VIP,North America,Chicago,Clothing,Jacket,293.62,4,1174.49,0.15,176.17,1297.81,Phone,Debit Card,2022,11,4
2022-04-20,CUST_5346,VIP,Europe,Paris,Clothing,Dress,290.99,5,1454.95,0.15,218.24,1236.71,Mobile App,Cash,2022,4,2
2023-05-02,CUST_1062,VIP,Australia,Adelaide,Clothing,T-Shirt,95.29,3,285.88,0.15,42.88,243.0,Phone,Credit Card,2023,5,2
2023-08-27,CUST_2342,Regular,North America,New York,Toys,Action Figures,33.67,6,202.0,0.1,20.2,199.98,Phone,Credit Card,2023,8,3
2023-09-24,CUST_4029,Premium,Australia,Brisbane,Automotive,Maintenance,1016.52,4,4066.08,0.1,406.61,3659.47,Mobile App,Digital Wallet,2023,9,3
2024-01-27,CUST_5400,VIP,North America,Chicago,Home & Garden,Lighting,518.55,2,1037.1,0.05,51.86,985.25,Online,Debit Card,2024,1,1
2022-07-18,CUST_4727,VIP,Asia,Bangkok,Clothing,Sweater,389.45,5,1947.27,0.15,292.09,1820.7,Online,Digital Wallet,2022,7,3
2024-12-06,CUST_7468,Regular,Australia,Adelaide,Automotive,Electronics,528.64,2,1057.27,0.0,0.0,1374.45,Online,Bank Transfer,2024,12,4
2024-11-24,CUST_3067,Regular,Australia,Melbourne,Home & Garden,Furniture,487.47,4,1949.9,0.1,194.99,2281.38,Online,Digital Wallet,2024,11,4
2022-06-10,CUST_2425,Budget,Europe,Rome,Automotive,Accessories,271.44,3,814.33,0.1,81.43,806.18,Phone,Bank Transfer,2022,6,2
2024-03-24,CUST_3428,VIP,Australia,Sydney,Beauty,Haircare,60.38,2,120.76,0.05,6.04,114.72,Online,Credit Card,2024,3,1
2022-07-26,CUST_8750,Budget,Asia,Hong Kong,Books,Biography,17.73,12,212.7,0.1,21.27,210.58,Online,Debit Card,2022,7,3
2023-07-19,CUST_4892,VIP,Australia,Sydney,Automotive,Accessories,1801.23,3,5403.7,0.15,810.56,5052.46,Online,Digital Wallet,2023,7,3
2023-07-05,CUST_2609,Budget,Asia,Seoul,Beauty,Skincare,36.99,12,443.91,0.1,44.39,439.47,In-Store,Debit Card,2023,7,3
2023-09-08,CUST_7671,Premium,Asia,Hong Kong,Toys,Puzzles,52.55,2,105.1,0.0,0.0,105.1,Phone,Bank Transfer,2023,9,3
2024-02-05,CUST_3222,Budget,Europe,London,Electronics,Camera,1034.06,12,12408.69,0.1,1240.87,11167.82,Online,Debit Card,2024,2,1
2023-01-30,CUST_4262,VIP,Europe,London,Sports,Basketball,87.3,3,261.91,0.15,39.29,222.62,Mobile App,Cash,2023,1,1
2024-08-08,CUST_3909,Budget,North America,Los Angeles,Automotive,Car Parts,377.94,12,4535.23,0.1,453.52,4489.88,Phone,Bank Transfer,2024,8,3
2023-12-18,CUST_3669,Budget,Asia,Tokyo,Beauty,Makeup,13.09,3,39.28,0.1,3.93,45.96,In-Store,Debit Card,2023,12,4
2023-04-07,CUST_8767,Premium,Australia,Adelaide,Sports,Yoga Mat,395.18,1,395.18,0.0,0.0,395.18,In-Store,Debit Card,2023,4,2
2022-01-18,CUST_8520,VIP,Asia,Seoul,Sports,Yoga Mat,543.56,3,1630.68,0.15,244.6,1386.08,Mobile App,Debit Card,2022,1,1
2024-08-13,CUST_5631,Premium,Australia,Adelaide,Books,Children,15.44,3,46.32,0.1,4.63,45.86,Mobile App,Credit Card,2024,8,3
2024-09-13,CUST_4086,Budget,Asia,Seoul,Clothing,Dress,46.9,9,422.14,0.1,42.21,379.93,In-Store,Bank Transfer,2024,9,3
2023-05-08,CUST_5843,Regular,Australia,Brisbane,Electronics,Camera,1498.31,8,11986.48,0.1,1198.65,10787.83,Mobile App,Digital Wallet,2023,5,2
2024-04-08,CUST_6873,Regular,Europe,Berlin,Automotive,Car Parts,717.69,8,5741.49,0.1,574.15,5167.34,Mobile App,Debit Card,2024,4,2
2023-01-06,CUST_3999,Budget,Australia,Melbourne,Books,Fiction,27.31,15,409.58,0.1,40.96,368.62,Mobile App,Credit Card,2023,1,1
2023-04-01,CUST_5817,Budget,Asia,Hong Kong,Beauty,Makeup,45.62,15,684.36,0.1,68.44,615.92,Phone,Credit Card,2023,4,2
2024-08-21,CUST_9680,Regular,North America,Toronto,Electronics,Smartwatch,1100.86,8,8806.87,0.1,880.69,8718.81,Mobile App,Digital Wallet,2024,8,3
2022-04-21,CUST_3346,VIP,Europe,Berlin,Home & Garden,Kitchen Appliances,988.47,4,3953.89,0.15,593.08,3360.81,Mobile App,Debit Card,2022,4,2
2022-06-15,CUST_4430,Premium,Europe,Berlin,Toys,Puzzles,30.57,3,91.7,0.1,9.17,90.78,In-Store,Bank Transfer,2022,6,2
2022-11-21,CUST_8029,VIP,Europe,Rome,Toys,Board Games,141.36,4,565.43,0.15,84.81,624.8,Phone,Digital Wallet,2022,11,4
2022-01-10,CUST_4122,Premium,Europe,Berlin,Electronics,Camera,2708.42,5,13542.09,0.1,1354.21,12187.88,Online,Credit Card,2022,1,1
2023-05-25,CUST_6015,Premium,Asia,Singapore,Sports,Yoga Mat,200.34,5,1001.69,0.1,100.17,901.52,In-Store,Credit Card,2023,5,2
2022-04-04,CUST_6615,Budget,Australia,Adelaide,Books,Educational,19.14,6,114.86,0.1,11.49,103.37,Phone,Cash,2022,4,2
2023-01-21,CUST_4460,Regular,North America,Los Angeles,Home & Garden,Lighting,377.23,4,1508.9,0.1,150.89,1358.01,Online,Bank Transfer,2023,1,1
2024-10-30,CUST_9761,VIP,Asia,Tokyo,Home & Garden,Furniture,888.89,3,2666.67,0.15,400.0,2266.67,Online,Bank Transfer,2024,10,4
2022-04-09,CUST_3024,Premium,North America,New York,Clothing,Sweater,142.53,4,570.12,0.1,57.01,513.11,Mobile App,Digital Wallet,2022,4,2
2022-11-10,CUST_3247,Premium,Asia,Hong Kong,Sports,Basketball,313.31,3,939.92,0.1,93.99,1099.7,Phone,Credit Card,2022,11,4
2024-11-13,CUST_5308,VIP,North America,New York,Clothing,Dress,111.51,2,223.03,0.05,11.15,275.44,In-Store,Cash,2024,11,4
2024-04-19,CUST_6416,VIP,North America,Vancouver,Books,Non-Fiction,92.83,4,371.31,0.15,55.7,315.62,In-Store,Credit Card,2024,4,2
2022-01-27,CUST_2659,Premium,Australia,Melbourne,Clothing,T-Shirt,240.47,1,240.47,0.0,0.0,240.47,Mobile App,Debit Card,2022,1,1
2024-07-24,CUST_5760,Premium,Australia,Sydney,Books,Educational,63.79,1,63.79,0.0,0.0,70.17,Mobile App,Cash,2024,7,3
2024-05-22,CUST_6384,Regular,North America,New York,Clothing,T-Shirt,139.4,4,557.62,0.1,55.76,501.85,Mobile App,Digital Wallet,2024,5,2
2023-07-04,CUST_5453,Premium,Asia,Singapore,Clothing,Dress,138.21,4,552.84,0.1,55.28,547.31,Phone,Digital Wallet,2023,7,3
2024-05-13,CUST_8908,Regular,Europe,London,Home & Garden,Furniture,96.67,10,966.71,0.1,96.67,870.04,Phone,Debit Card,2024,5,2
2024-02-17,CUST_7738,VIP,North America,Los Angeles,Beauty,Bath Products,278.51,1,278.51,0.05,13.93,264.58,Phone,Credit Card,2024,2,1
2022-05-10,CUST_9504,Regular,Asia,Tokyo,Books,Children,49.12,6,294.69,0.1,29.47,265.23,Online,Digital Wallet,2022,5,2
2023-05-25,CUST_9283,Premium,Australia,Melbourne,Toys,Puzzles,31.4,2,62.79,0.0,0.0,62.79,Phone,Digital Wallet,2023,5,2
2022-12-05,CUST_9305,Budget,Asia,Singapore,Clothing,Shoes,136.24,3,408.71,0.1,40.87,478.2,In-Store,Bank Transfer,2022,12,4
2024-02-15,CUST_2442,VIP,North America,Toronto,Automotive,Accessories,1642.27,4,6569.08,0.15,985.36,5583.72,Phone,Digital Wallet,2024,2,1
2023-10-10,CUST_9996,VIP,North America,New York,Clothing,Shoes,188.44,5,942.21,0.15,141.33,800.88,Online,Credit Card,2023,10,4
2023-09-16,CUST_6439,Premium,Asia,Seoul,Sports,Running Shoes,375.72,4,1502.87,0.1,150.29,1352.59,Phone,Cash,2023,9,3
